x,y,z,class
4.78925323,-6.94340372,6.77654696,1
9.71852779,-17.70475197,4.55613661,1
6.83128166,-20.89577866,4.63238716,1
21.37837410,23.50411224,14.50912666,3
4.74115753,-2.26149583,8.19304562,1
7.31938553,-14.31256390,4.53373194,2
22.84487534,-3.78892326,1.03300786,1
11.24457169,3.01659918,3.24992323,1
14.54536629,2.43490458,3.03990316,1
20.16163826,-24.92850113,-0.75688100,3
5.53248501,29.90418243,0.37169313,3
10.87765408,13.19553471,3.31154776,1
3.55024838,-18.21677399,4.94255447,1
10.43019676,-1.49667394,9.61605930,1
23.36092186,-8.41238117,-0.13214931,1
13.23714638,-31.98714828,-0.34762859,3
26.10640144,27.83124161,14.35095978,3
5.20150995,12.76047134,3.66727209,1
-11.46878910,4.45558834,5.97396135,1
18.69745445,14.66962337,0.08158880,1
12.36966324,17.47978783,4.52238035,1
16.01010132,-11.89734077,3.62681031,1
7.12087870,21.75223541,0.24083543,3
15.13399315,13.83408356,2.74218249,1
17.06104088,-2.62408304,2.86236954,1
38.14376068,25.87620163,10.85104752,3
9.49969578,-15.37829590,3.31143475,1
-4.85357380,-11.97131157,4.20674133,1
-13.27190685,6.48360348,3.12188745,1
34.17465591,17.76489830,3.04940462,3
17.35851479,11.54009342,0.97529900,1
-2.41354918,15.94335651,2.54285288,1
-9.45859909,4.42661715,4.55873442,1
0.45655972,-19.28903580,5.13327551,1
2.32714748,12.73103809,3.84813070,1
8.87856579,0.01882916,5.43627596,1
-28.26786804,-27.95793915,2.28078175,3
21.63745308,21.88297272,14.52875900,3
6.57284307,-29.39089775,0.08178306,3
-13.11862087,2.99229264,1.88028145,1
9.97045040,16.36318588,0.15895034,1
0.70571399,-6.54792643,9.49534702,1
-10.89068508,-2.62660456,4.62220478,1
-20.03874397,-28.40855026,1.76097012,3
-4.19307470,15.09906864,4.02596235,1
-5.60733318,26.42380714,1.05988574,3
15.24425697,13.52328777,1.22812736,1
-13.02741146,-6.44893932,5.94934273,1
-11.02679253,-5.13694525,4.62127352,1
5.04687738,-17.83089638,4.13321543,1
-3.84399199,-5.70350218,4.16689920,1
24.14888000,23.60052109,14.45819473,3
33.03832626,35.59669495,9.49793625,3
-1.60797656,3.58373284,8.58120823,2
10.70094490,-4.64305019,9.00634384,1
-7.52159977,-14.28048420,4.12773228,1
-1.76209569,14.76444435,5.25822926,1
8.22997570,5.91842365,5.34244442,1
22.67937469,-0.44065434,2.36043143,1
-1.76589203,-1.33082843,5.72392511,1
-24.65289879,28.74080086,2.26776600,3
6.70713043,-6.24103975,7.96194077,1
10.51607990,-19.12381935,0.94987226,1
-5.05912495,17.89362907,2.16386151,1
3.86514187,-19.74082947,1.53386319,1
10.47626400,1.61820924,8.67574787,1
0.32164788,-0.73701698,7.83507633,1
-28.83648109,-14.41891289,2.36782217,3
-12.85486221,2.60506225,4.18494320,1
-8.85934067,-12.66253567,4.56885004,1
21.28905487,5.69396114,2.16152406,1
-21.11190414,-32.30313873,1.81379700,3
16.00195694,-31.11580658,-0.51840377,3
-1.64838278,-16.74555588,3.35532236,1
6.03738260,1.32442915,9.97642422,1
10.52648640,-17.46910286,3.28063440,1
14.19849682,12.92643929,4.39000416,1
-12.16754913,-6.17068577,5.11838627,1
-3.24629521,17.46921730,3.90548921,1
-4.04988623,-7.73641872,4.17216873,1
-4.17229843,-32.90818405,0.74498677,3
6.00336552,10.50434875,3.60824847,1
3.22749162,-10.49753380,4.23870850,2
21.42655563,5.14509535,3.90547490,1
-1.84473205,17.59704399,2.03428745,1
23.91045380,0.97688073,3.41359663,1
2.42942309,2.40599561,10.48386574,1
-25.98689079,9.73385334,2.27982044,3
35.11727142,35.72381210,4.78880358,3
-0.82865250,-0.69428265,7.97375011,1
-0.77568924,-6.53008175,3.97058988,1
-0.25002694,-20.46877861,4.16396618,1
-1.66528034,4.59830427,4.06871557,1
-14.67672825,3.57456064,3.27285862,1
-11.58527946,33.17353821,1.46180320,3
-9.80557346,-20.09766769,1.14814186,3
-11.97807121,7.52566195,6.01764441,1
20.13129997,31.57973480,13.49132538,3
19.37108612,-11.28034782,3.97272372,1
1.93407571,-7.28062963,4.05033016,1
-7.24090385,-16.04818153,1.77444458,1
-28.59063339,15.79821777,2.46670341,3
23.98638725,-5.62201929,0.37032759,1
15.69044113,14.69899368,2.37401128,1
9.91365528,-4.58430195,6.66685915,1
34.35509109,-28.81511307,-1.66521251,3
6.06061745,-15.38478279,3.99581480,2
-14.60337257,-5.20641804,6.13474751,1
-1.06635249,-15.58694553,3.98674941,1
37.11772537,14.43717003,-1.67545509,3
-1.15213788,-9.36774158,3.98355198,1
6.33003139,3.71038914,9.73258400,1
15.73141956,14.80043602,2.34302425,1
6.97627640,-20.76627731,2.35474706,1
14.01745415,15.25960064,4.41023254,1
20.17036819,-28.69555283,-0.77168787,3
8.37685680,5.91321039,7.56318903,1
12.96790409,-15.59239578,0.63377368,1
16.24411774,-7.45131969,2.89553404,1
1.19466245,5.74835205,9.26805782,1
-8.71148205,-13.85496426,5.73106241,1
-22.42252922,20.49804878,2.09614563,3
-13.34251022,1.97763014,4.47409010,1
34.04312897,29.89991760,13.85909081,3
-10.96037579,-3.08355570,4.62486267,1
-1.75566792,-15.99086952,5.28503990,1
-10.70757103,-9.97512913,2.11694527,1
14.84688854,11.06665897,3.05358696,1
8.45665169,9.34154892,3.44938850,1
-5.00714636,1.79259682,4.26850080,1
-7.37761879,-11.36956501,5.08663988,1
-2.42889118,22.06529045,0.84327507,3
10.89189243,-4.52085972,9.78184128,1
-7.62642574,-14.22580814,1.59738135,1
-8.29127598,-3.19465566,4.45639563,1
-0.21370825,18.75018501,3.13586497,1
12.66078091,11.74271488,3.19378328,1
9.21367359,18.55056190,4.72513437,1
-10.22188473,-7.31355333,5.85091448,1
4.09657478,-10.04570866,4.11668491,2
35.70685196,18.24935150,13.42194176,3
-8.68502045,-20.84338379,1.07476950,3
3.21642184,10.07224560,3.78207970,1
4.79452324,-6.72412539,5.54309082,1
-1.93348897,-3.01338696,7.81151390,1
1.26517761,5.29867840,9.88198471,1
1.55934632,-7.65559959,3.81931615,1
8.35355377,13.78171539,3.47268367,1
6.16920900,-17.15565872,4.78419638,1
17.35862732,14.44262505,0.97122747,1
20.54859352,10.64229298,-0.27626973,1
20.96266174,-8.76721096,-0.56871474,1
-14.09261322,-5.40812874,6.10182714,1
14.37913036,8.22965813,3.07230043,1
-14.53019619,8.43240547,1.66843021,1
-1.57890630,4.01129866,5.13532114,1
-4.03018951,-15.62091827,4.42545938,1
-17.29349709,25.15328407,1.79083967,3
6.28143740,-11.47228718,4.87121820,2
-24.35223770,2.22477579,2.14848328,3
21.10867691,-5.57128572,1.16018915,1
20.44825935,10.22960091,3.18536639,1
11.05406666,17.21003914,2.72888279,1
21.30709648,9.07018757,0.23330443,1
12.74714184,-14.36578751,3.77827477,1
9.76265621,-9.01534367,3.30681229,1
11.12198925,-15.17340565,4.10993338,1
-2.93831205,-30.16348839,0.67768288,3
19.80450058,-7.63996267,3.95921326,1
-11.28415203,3.20290089,4.66903973,1
21.93424034,-5.66700125,1.55955267,1
4.96814346,-6.47009802,6.81977224,1
20.09901810,-11.85110760,-0.33123705,1
18.66396332,-12.72592926,4.01177359,1
12.10988331,21.01398277,-0.07606697,3
-14.26840305,7.38313007,2.94783163,1
23.26141930,2.71511507,-0.18263493,1
13.71678352,-1.19047081,3.07835031,1
29.48320961,35.44947433,7.04925299,3
31.50463486,9.28001118,-1.34157193,3
-20.22157860,19.94337654,1.95547485,3
1.94847691,-24.75928497,0.39046264,3
4.54948950,-7.46746063,7.63680601,1
10.33812523,-19.06369972,4.51198339,1
-9.68451309,10.49617195,4.87144136,1
6.74725485,12.31674004,3.56827235,1
-0.92811209,4.81014061,5.01147413,1
18.00341415,8.90719509,4.13050461,1
8.01517582,-6.17408895,5.43449116,1
15.62084484,14.59245968,2.07715631,1
-27.22096062,-13.58844757,2.26925182,3
12.30125046,-25.46505356,-0.26402068,3
9.57171726,-4.52618361,6.05222368,1
-2.29729366,-12.46251965,4.04393864,1
-7.11778688,-15.97333145,3.35892820,1
1.22601509,4.88581753,8.29571724,1
1.91540623,-13.11805534,4.15693951,1
-21.96246338,4.78964758,2.00773001,3
-9.38525486,-9.65806103,5.78936720,1
4.69277620,-7.14959526,6.76814651,1
-14.62150097,-3.22079539,4.60639191,1
3.95262980,-34.52013016,0.22733974,3
37.26642227,28.96199226,-0.84639895,3
-19.16869926,20.85507011,1.89263535,3
33.54747772,-21.88372993,-1.58813226,3
-0.79857153,-9.41079712,3.96112823,1
22.08013344,-3.56839561,0.29654330,1
-0.72203696,3.97772908,9.19718742,1
5.39152288,1.58116019,10.12764454,1
18.63227654,-14.72299862,0.77627152,1
4.24760771,1.58669245,8.19349670,1
21.90917778,-7.76452112,3.82623100,1
-0.75749314,12.56083202,4.04169607,1
8.67122364,-2.31399322,5.77100468,1
-13.17541122,7.28582096,6.09212160,1
1.31453586,18.59060287,1.07923210,1
20.33394241,10.09975624,3.22824407,1
20.43065262,25.48336792,13.53678703,3
7.91449451,-3.23183060,7.77368879,1
-10.53823757,13.30796814,3.14910650,1
-7.54474163,6.26058817,4.44517803,1
31.29982758,1.05704117,-1.35979795,3
0.56778431,-6.78387022,3.88504410,1
-7.04447794,16.46023178,4.98651934,1
1.44152653,19.35519600,0.76686478,1
5.93371534,15.12882614,3.63013554,1
1.79697096,-6.00900936,10.49183655,1
-7.60367346,-14.41635036,5.49148798,1
19.08810997,-13.51230240,-0.12002918,1
6.99355316,13.76804924,3.55825806,1
27.09281731,-33.22089767,-1.22465265,3
18.37507057,-14.56894112,3.61885929,1
3.49270201,18.12706947,5.08372450,1
-25.48570061,22.49505043,2.29656172,3
-3.59732318,-15.45214462,5.40302944,1
-28.44411850,6.50264359,2.42229891,3
6.63131809,0.09853876,7.63550615,1
16.73599243,8.35175800,2.92437387,1
-13.36208630,5.19538403,3.46927905,1
22.97283554,5.95877361,3.77085757,1
21.79408264,-3.10018396,2.71702814,1
15.99836731,10.59008980,2.97928596,1
3.28679180,-16.46877480,3.67726064,1
12.30080986,2.32144856,3.18079138,1
-27.23941994,1.28630209,2.32670879,3
-2.61413145,15.63984966,5.45879841,1
18.86353683,3.08409357,2.77048731,1
6.39283609,19.34029579,0.62322420,1
-0.91377705,-20.34232903,0.97077376,1
-12.93509102,2.65630174,2.79439831,1
-2.47845411,2.45672083,4.21419430,1
0.00184939,-0.27921769,10.62654400,1
7.75835466,2.61010957,6.64751911,1
-8.72136688,3.11034727,4.50733662,1
31.61645317,-15.69142246,-1.44311929,3
8.78412533,1.03635776,7.81943417,1
-27.36814690,20.34247208,2.40693426,3
20.66529083,1.52790761,2.98807621,1
-14.98048782,27.70478249,1.65486908,3
18.18086243,-11.23382092,2.82659125,1
-14.27340126,-0.03691662,3.01296353,1
16.10784340,16.51272392,0.76974994,1
7.98849726,5.35784578,10.14503765,1
-13.96016502,-3.27989483,5.93410301,1
16.82393074,-16.29411316,2.46000671,1
20.42793083,12.13824654,1.39469421,1
23.51605415,26.02203178,14.50720215,3
-16.37306595,-16.61177635,1.57482433,3
25.06991768,-1.25848258,3.28005147,1
26.65534210,-14.79149055,-1.12736130,3
-21.58444023,19.43392181,2.03935289,3
-6.59986734,-14.93768597,4.61952066,1
-3.37961817,-9.52860165,4.12318563,1
0.12062153,-1.79015088,8.09742165,1
25.19649506,-1.43372619,3.64322090,1
6.74387407,17.74792671,4.87759542,1
21.26099586,2.67827702,3.90656281,1
7.55741405,14.48822784,3.52548265,1
30.30993080,-4.69051552,-1.31922626,3
-9.55486584,6.54412842,4.57280922,1
39.02365875,-10.99753952,-1.89171338,3
-14.61961174,-6.44276094,1.70302105,1
3.04340100,1.11121762,2.62000084,1
34.24865723,17.71796989,10.58306694,3
6.08454561,7.06621456,3.59012532,1
5.46579456,0.22610007,0.26357174,1
-4.02523804,-19.16770935,5.02199030,1
21.74489784,-2.92379546,1.50140607,1
1.60581362,-12.17419052,4.10244608,1
2.80083227,15.96588421,4.12932825,1
21.33656502,16.89229393,-0.67257929,3
4.18754101,-2.09683228,10.17479706,1
7.37488461,5.23189783,7.60984182,1
4.66443634,17.50996590,3.89487743,1
16.63836670,-15.62435627,2.35934234,1
-6.96284246,8.40111160,4.41664267,1
3.39977932,13.29358578,3.78272676,1
7.40971661,-17.55411148,1.00588417,1
-8.36172390,-12.70493317,5.71339417,1
0.36162359,-19.48382950,0.77544975,1
37.37276077,31.30592155,2.58071423,3
-10.49594975,13.00159740,1.72509050,1
-3.16414022,14.09493351,4.75794315,1
-10.97197533,-29.01512146,1.18782949,3
10.98580360,0.06129222,9.49982834,1
18.96378326,23.44844627,-0.49837601,3
-20.28979492,-22.89821815,1.79763031,3
-0.27443817,27.72484207,0.72904992,3
16.81209755,-29.91868401,-0.56487954,3
-3.71668601,-16.00478172,2.09293413,1
24.08220673,1.71735024,3.72530198,1
-5.87529755,32.56949234,1.10001564,3
0.28132296,15.44513988,5.14064932,1
24.49246407,-5.44874573,1.73787212,1
11.41278744,-16.77720261,3.14710045,1
-15.68677425,-4.14753628,1.57878780,1
37.43041611,18.36453438,13.28856659,3
36.54141617,-26.99468803,-1.79597425,3
4.40081835,7.19527721,3.75383925,1
21.59638596,5.85740137,-0.03019327,1
37.69788361,32.01438904,8.28301811,3
6.47102642,-25.31388092,0.10362339,3
21.22946167,-10.51770687,3.58243418,1
-9.80758858,-0.12368631,4.56348515,1
-8.58046055,-14.93287182,2.67453432,1
7.93747711,-5.43654251,6.06135321,1
-15.46214581,-1.67895472,2.31740785,1
-12.47358799,-6.19929600,2.08609986,1
14.46967793,16.23328209,3.41608953,1
-10.80660820,-11.30405331,5.87262630,1
-1.65624619,-0.88993657,5.71869040,1
-7.75219154,-10.51758385,4.39474058,1
-1.27563405,-16.84699821,4.87279558,1
-1.68277681,17.23452759,3.69745946,1
-14.62594604,2.43686318,1.53691745,1
-7.06218958,20.95301056,1.13077855,3
-10.85368443,29.64108276,1.40237260,3
-14.45759392,7.75876379,6.14702034,1
-10.38350105,-5.46893024,4.57951498,1
12.89890385,9.52621841,3.17040253,1
20.14167213,-8.33189487,2.34065247,1
33.39806747,-0.86059648,-1.49916077,3
23.84217644,-0.77155894,-0.49156022,1
7.16763353,2.52059984,10.18598080,1
-21.85065460,0.80307424,1.98560286,3
-9.88776016,-6.69705963,4.54365540,1
35.84305954,35.70929718,11.50449371,3
-11.34681892,1.14828563,4.66520977,1
24.28993225,12.19818020,-0.87628913,3
-24.72760582,-28.68070221,2.05515146,3
-27.23998070,31.91697121,2.44266987,3
11.58345127,-17.12397766,3.54420710,1
19.78892899,-7.01562166,3.96255660,1
20.44604874,-3.63471365,3.02750826,1
1.94100595,-10.00767517,3.89733052,1
1.60503995,6.61191225,4.57679415,1
4.36201191,-18.25021553,4.67869949,1
-25.69492912,16.20940018,2.28594542,3
2.55630064,-20.56416321,2.80412936,1
10.55784988,-17.40933609,4.18994904,1
15.86308002,-13.61378384,2.64446497,1
-24.15175438,27.81380653,2.23270559,3
12.71761608,2.29849911,3.15446234,1
-2.78658867,1.04553962,5.66979933,1
5.75115919,-1.63958251,2.14949298,1
29.70854950,35.45834351,7.27410936,3
-11.21593475,-29.12440681,1.20277548,3
-12.21283817,-7.20964098,1.43059027,1
23.15028381,-4.29891396,3.76120687,1
14.01134109,15.83759594,2.68949866,1
9.72599411,-27.15816498,-0.10828996,3
-11.84255123,9.48588181,3.58400416,1
31.61199760,31.99055481,14.02006531,3
9.13134289,-10.38883686,3.65135050,1
7.59819317,-17.51823044,1.02627599,1
-10.26611137,14.30389690,1.52013445,1
9.34827709,33.72326660,0.14590359,3
34.14525604,-22.15416527,-1.62679207,3
19.06614494,-13.51049042,-0.45392227,1
7.85007620,11.89049816,3.49722552,1
11.22559452,2.56248426,6.62682676,1
-2.88602424,17.14320946,5.28073263,1
-1.16439021,-9.23771667,3.98481536,1
-12.03773594,-3.07337666,5.98128748,1
19.23624611,9.27142143,2.74990916,1
-15.28266144,-1.71674752,5.95234013,1
5.38713074,-8.76791954,3.58957005,1
-5.75951910,-4.22937107,4.29307985,1
-0.06800312,-3.17309093,10.61998940,2
10.19468880,-9.22539902,3.27648473,1
6.17696142,12.84524632,3.60617852,1
10.72772217,3.21386933,5.07646704,1
4.00469446,-19.80369949,3.92103910,1
37.34653473,17.91235924,2.82233143,3
20.09619904,22.81035042,7.22062063,3
-2.72604799,16.86427116,4.58359671,1
-6.82596493,5.71003437,4.39784050,1
-12.17090225,-3.07462621,5.98966742,1
7.30091238,-7.21488523,4.93838978,1
37.74278259,22.82787514,2.20455313,3
-2.39933825,-0.34153429,7.01569748,1
-6.04317999,6.87182379,4.35295248,1
-22.74028969,21.82288742,2.12116623,3
-7.46393013,-1.13999820,4.41208220,1
7.33292961,-4.18442249,5.14026213,1
4.33178568,-18.27700043,4.17517948,1
10.08587646,-22.13316917,-0.11193061,3
-1.65904438,19.12087440,3.84429002,1
16.99750710,-1.10700870,2.87211108,1
18.70060158,11.38883400,4.02450752,1
23.99671173,2.03436899,3.73188472,1
-7.61591053,-14.91393280,1.02989864,1
0.12424710,-22.35687065,0.51440859,3
-11.38827038,22.14217949,1.40764976,3
7.66143703,5.35299873,9.99952412,1
6.39308453,14.91386223,3.60039997,1
-13.43832207,1.99081457,4.84211922,1
3.69210720,1.42716908,6.87850094,1
-0.64498425,15.82386208,5.33551741,1
23.17476463,2.73350668,0.76702017,1
-5.75706005,-16.54776955,5.53486061,1
-14.45431614,-3.24169636,2.79531574,1
30.36181450,-16.41919518,-1.36688137,3
21.12367058,11.33208656,1.65597224,1
24.49306488,-5.25157070,0.98224044,1
8.64631939,-2.31217241,5.38754082,1
3.60567546,17.51048279,3.76113510,1
-12.86317062,-3.20798278,3.91203308,1
1.28587282,32.46379471,0.64874744,3
11.78042793,-14.09485722,3.15142536,1
8.35659981,-7.49542284,3.39213085,1
4.38851166,-14.31710052,4.38472462,2
33.09693909,35.63844299,3.65313864,3
29.56858444,-13.20619774,-1.30477965,3
20.87994576,3.73935437,3.93456936,1
7.48299742,-18.22818375,4.30097294,1
19.57453537,3.02410388,2.72549558,1
2.45993733,-11.22318363,4.28696299,2
6.78940916,-6.33067179,8.25032806,1
28.77021980,35.40983200,8.07215691,3
26.76523018,-14.18054485,-1.13196754,3
-5.27014828,12.04045677,4.32384396,1
3.41603470,-1.97908175,1.94806075,1
-3.15539026,-14.58199406,4.08994293,1
-13.52375984,8.07086945,6.11702442,1
16.57486725,10.93785477,4.23286152,1
2.01303363,3.26774096,5.51538086,1
2.35786963,-0.87931806,10.45589828,1
17.37345505,-14.12588882,1.03626120,1
34.36594391,-27.51933289,-1.66099119,3
1.85875857,-31.25656128,0.37152147,3
-10.20443726,-7.49542809,5.84912777,1
-1.74628484,19.34309387,2.04637074,1
30.29616356,4.05342293,-1.28526700,3
-5.09447432,-6.91873646,4.24103069,1
-23.59707832,5.72499752,2.11418581,3
-2.34840226,0.55778527,10.76759720,1
-1.74463928,17.08011627,2.24837875,1
-2.92678118,17.17856216,5.10005236,1
-12.49469471,4.98826504,4.73913574,1
24.64060020,1.35125053,2.41768384,1
7.45526171,2.51378345,10.16784573,1
18.57821465,-12.54194069,1.10360253,1
13.74267101,2.72835159,3.09155154,1
30.44099045,-30.13816833,-1.42378712,3
-1.80877221,-16.73519325,0.84805989,1
-2.22631073,-6.36370611,4.06255102,1
26.00812912,9.31706142,-0.99537086,3
-1.35783398,-2.42445302,8.66252708,1
-7.93980646,-14.52686977,2.66791511,1
23.86481094,0.99513745,3.73625612,1
3.04264855,7.06249905,3.96037841,1
9.86633682,16.42019272,1.33247578,1
-9.88742828,-5.35599136,4.54870987,1
15.11235428,-16.45908737,1.09978604,1
-0.57486480,-5.75476742,4.27512932,1
28.93667603,-22.11162949,-1.29869783,3
-2.46297836,6.83806610,4.12741518,1
16.32979965,-0.47699642,2.91653442,1
1.07079947,-18.12001801,2.44715452,1
-6.93840694,-15.69567204,4.75624657,1
13.59450340,-22.82377052,-0.33544779,3
-1.50905728,4.14121914,4.57050991,1
12.19429588,-10.46483994,3.13910627,1
13.23345757,18.47612000,4.36465502,1
-0.56331158,-22.08943748,0.55870938,3
-7.04270697,10.26895618,4.42874002,1
